date,n_total,n_total_liq,classifiable_pct,adv,dec,unch,rana,adv_pct,adv_liq,dec_liq,unch_liq,rana_liq,osc,osc_liq
2025-03-18,6841,4254,0.8471937730438345,2356,4095,216,-0.26957060920787473,0.3652146953960626,1360,2605,70,-0.31399747793190413,6.0617469299740145,11.014923949406022
2025-03-19,6857,4279,0.8448222882310765,4378,2049,194,0.362377470048234,0.681188735024117,2837,1102,70,0.4404671236354405,26.559200947909645,35.12485075688319
2025-03-20,6800,4278,0.8488288102363017,2487,3884,233,-0.21927483911473866,0.39036258044263067,1307,2615,84,-0.3335033146353901,14.869112670356428,16.86469200995022
2025-03-21,6748,4502,0.8498176133402814,2554,3771,211,-0.1924110671936759,0.4037944664031621,1467,2534,70,-0.2666833291677081,6.142930225749785,4.5089320946568865
2025-03-24,6912,4353,0.845574954846478,4435,1950,194,0.38919342208300706,0.6945967110415036,3078,971,61,0.5203754013336627,27.731554048316504,33.275149231676345
2025-03-25,6841,4360,0.8459409594095941,2509,3928,235,-0.22044430635389156,0.3897778468230542,1472,2550,71,-0.2680258577821979,15.569283224524527,18.283826181876556
2025-03-26,6845,4235,0.8470263641937462,2168,4271,195,-0.3266035098617798,0.3366982450691101,1350,2600,67,-0.31645569620253167,-0.21526492133464026,2.9533339223716744
2025-03-27,6844,4203,0.8476610586787033,2964,3439,222,-0.07418397626112759,0.4629080118694362,1786,2091,68,-0.078669074026309,-1.0890005814049446,1.7203274796942711
2025-03-28,6827,4308,0.8475672346540751,1265,5196,153,-0.6084197492648197,0.19579012536759016,563,3372,36,-0.7138500635324015,-28.54238821804263,-31.101544141498017
2025-03-31,6960,4517,0.8453823237338629,2642,3841,187,-0.18494524140058616,0.40752737929970695,1700,2342,61,-0.15883226125680355,-30.698597313065957,-31.257846543130032
2025-04-01,6889,4311,0.8466183574879227,3478,3046,210,0.06621704475781728,0.5331085223789086,2162,1853,80,0.07696139476961394,-19.830548794825418,-19.44551306248887
2025-04-02,6807,4260,0.8501638672675134,2853,3552,221,-0.10913348946135831,0.4454332552693208,1523,2414,85,-0.22631445262890526,-19.20674127871441,-24.412532741154195
2025-04-03,6925,4440,0.8480484655874466,1398,5133,113,-0.5718879191548002,0.2140560404225999,829,3180,42,-0.5864305313045647,-41.715073630718024,-46.54307583649025
2025-04-04,6970,4737,0.84762648954874,840,5825,96,-0.7479369842460615,0.12603150787696923,450,3815,29,-0.7889800703399765,-69.5535756780906,-75.35945175559073
2025-04-07,7055,4754,0.8440481927710843,2107,4583,135,-0.37010463378176384,0.3149476831091181,1548,2854,60,-0.29668332576101775,-74.1161095269888,-75.00581867869575
2025-04-08,6958,4578,0.8480838968930706,1595,5099,125,-0.523453839259038,0.23827308037048103,673,3663,39,-0.6895756457564576,-85.31395569402552,-93.97304930432907
2025-04-09,7005,4771,0.8473068368629726,5899,782,113,0.7659033078880407,0.8829516539440203,4123,243,20,0.8886852954649564,-29.993687031017874,-30.807119181653185
2025-04-10,6914,4420,0.8500742206828302,1179,5463,113,-0.6449864498644986,0.17750677506775067,539,3692,34,-0.7452138974237769,-53.08937677661821,-58.34117297529373
2025-04-11,6903,4337,0.8477869016623273,4363,2195,160,0.33058859408356206,0.665294297041781,2936,1092,48,0.45779543197616684,-23.791992427820347,-21.440616633982724
2025-04-14,6915,4353,0.8500848388062681,4731,1823,160,0.44369850472993594,0.721849252364968,2894,1103,65,0.4480860645484113,7.031726684859602,9.731093749620335
2025-04-15,6850,4213,0.8497004163704681,3363,3135,185,0.03508771929824561,0.5175438596491229,1909,2044,65,-0.03415127751075133,12.920308621192145,12.222383555894709
2025-04-16,6844,4254,0.851919191919192,2374,4086,179,-0.265015479876161,0.3674922600619195,1277,2636,58,-0.3473038589317659,2.8852846749301833,-1.366304648570904
2025-04-17,6787,4187,0.8541178865926906,4450,1989,188,0.38220220531138377,0.6911011026556919,2746,1145,64,0.41146234901053713,26.65179703687879,24.960508856969003
2025-04-21,6864,4292,0.8522704540908181,1581,4870,160,-0.509843435126337,0.2450782824368315,881,3030,54,-0.5494758373817438,2.2366240992744144,-0.7017774596932702
2025-04-22,6815,4266,0.8542111144976126,5464,1016,142,0.6864197530864198,0.8432098765432099,3523,438,36,0.7788437263317344,41.16362752776415,43.776454812532855
2025-04-23,6894,4364,0.8528411364545818,4419,2077,166,0.36052955665024633,0.6802647783251231,2602,1397,53,0.30132533133283324,57.94588749967537,57.710541381278475
2025-04-24,6839,4297,0.8504356740133265,4997,1509,153,0.5361205041500153,0.7680602520750077,3139,856,43,0.5714643304130163,80.78453771314955,82.84258264465875
2025-04-25,6825,4176,0.8536734693877551,3320,3084,225,0.03685196752029981,0.5184259837601499,1904,1996,75,-0.02358974358974359,74.94423412561845,74.16356131148758
2025-04-28,6846,4222,0.8529262086513995,3609,2837,217,0.11976419484951908,0.5598820974247596,2240,1636,72,0.15583075335397317,73.72166475411223,75.34320511225465
2025-04-29,6847,4208,0.8530012249897918,3828,2612,213,0.18881987577639753,0.5944099378881987,2313,1575,64,0.18981481481481483,75.76054366404776,77.6742876093913
2025-04-30,6838,4346,0.8546452531002237,2879,3547,213,-0.1039526921879863,0.44802365390600685,1777,2134,82,-0.09128100230120174,62.486354015503224,65.22420085059535
2025-05-01,6845,4252,0.8539737458023812,3494,2954,195,0.0837468982630273,0.5418734491315137,2063,1873,66,0.048272357723577235,60.209469618470806,61.23092366881078
2025-05-02,6815,4250,0.8564573762123533,4891,1546,198,0.5196520118067423,0.7598260059033711,3221,715,55,0.6366869918699187,79.7569417881015,86.931248767358
2025-05-05,6858,4198,0.8541540327471194,2264,4200,161,-0.2995049504950495,0.3502475247524752,1306,2597,47,-0.33077120163976426,55.11339766910562,60.097460807294944
2025-05-06,6837,4205,0.8543838136112815,2606,3869,193,-0.19505791505791506,0.4024710424710425,1487,2384,66,-0.2317230689744252,38.989952230875346,41.8064914306715
2025-05-07,6815,4249,0.8561924257932446,3430,2959,233,0.07372045703552982,0.5368602285177649,2032,1840,88,0.049586776859504134,38.44837522470633,40.02417244820156
2025-05-08,6875,4283,0.8542784810126582,4365,2082,201,0.354118194509074,0.677059097254537,2826,1089,43,0.4436781609195402,51.8129718819855,58.00473805895056
2025-05-09,6850,4248,0.8542439225381129,3176,3292,213,-0.017934446505875078,0.49103277674706247,1893,2037,60,-0.0366412213740458,44.378005113801805,49.07212885116691
2025-05-12,6950,4510,0.8533134030891878,4847,1712,155,0.477969202622351,0.7389846013111755,3217,818,36,0.59454770755886,62.59440095784704,72.74883378090132
